	inst_id	rna_plate	rna_well	pert_id	pert_iname	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id
86961	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:E13	CPC006_NCIH508_6H_X2	E13	BRD-A02481876	importazole	trt_cp	60.0	um	6	h	NCIH508
86970	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:O01	CPC006_NCIH508_6H_X2	O01	BRD-K69328504	L-690488	trt_cp	10.0	um	6	h	NCIH508
86978	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:D21	CPC006_NCIH508_6H_X2	D21	BRD-K55395145	pemetrexed	trt_cp	88.8	um	6	h	NCIH508
86984	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:O18	CPC006_NCIH508_6H_X2	O18	BRD-K76205745	losartan	trt_cp	160.0	um	6	h	NCIH508
86987	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:N16	CPC006_NCIH508_6H_X1	N16	BRD-K56851771	enzalutamide	trt_cp	0.25	um	6	h	NCIH508
86991	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:G10	CPC006_NCIH508_6H_X1	G10	BRD-A14395271	mesoridazine	trt_cp	10.0	um	6	h	NCIH508
86997	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:C17	CPC006_NCIH508_6H_X2	C17	BRD-K68065987	MK-2206	trt_cp	10.0	um	6	h	NCIH508
87006	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:M05	CPC006_NCIH508_6H_X2	M05	BRD-K36324071	NF-449	trt_cp	10.0	um	6	h	NCIH508
87007	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:E12	CPC006_NCIH508_6H_X1	E12	BRD-K35960502	niclosamide	trt_cp	10.0	um	6	h	NCIH508
87009	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:E16	CPC006_NCIH508_6H_X1	E16	BRD-A02006392	nitrendipine	trt_cp	10.0	um	6	h	NCIH508
87010	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:E16	CPC006_NCIH508_6H_X2	E16	BRD-A02006392	nitrendipine	trt_cp	10.0	um	6	h	NCIH508
87013	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:B22	CPC006_NCIH508_6H_X1	B22	BRD-A80213327	NSC-23766	trt_cp	160.0	um	6	h	NCIH508
87019	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:F08	CPC006_NCIH508_6H_X1	F08	BRD-A36318220	necrostatin-1	trt_cp	160.0	um	6	h	NCIH508
87032	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:G16	CPC006_NCIH508_6H_X2	G16	BRD-K56700933	phenethyl-isothiocyanate	trt_cp	10.0	um	6	h	NCIH508
87035	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:J03	CPC006_NCIH508_6H_X1	J03	BRD-K68997413	PF-3845	trt_cp	10.0	um	6	h	NCIH508
87037	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:K16	CPC006_NCIH508_6H_X1	K16	BRD-K99818283	PIK-90	trt_cp	10.0	um	6	h	NCIH508
87038	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:K16	CPC006_NCIH508_6H_X2	K16	BRD-K99818283	PIK-90	trt_cp	10.0	um	6	h	NCIH508
87046	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:B13	CPC006_NCIH508_6H_X1	B13	BRD-K03618428	PP-110	trt_cp	22.2	um	6	h	NCIH508
87048	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:P13	CPC006_NCIH508_6H_X1	P13	BRD-K30677119	PP-30	trt_cp	11.1	um	6	h	NCIH508
87050	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:M12	CPC006_NCIH508_6H_X1	M12	BRD-K49456190	prima-1-met	trt_cp	10.0	um	6	h	NCIH508
87069	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:M11	CPC006_NCIH508_6H_X2	M11	BRD-K59597909	phenothiazine	trt_cp	10.0	um	6	h	NCIH508
87079	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:J22	CPC006_NCIH508_6H_X2	J22	BRD-K02526760	QS-11	trt_cp	10.0	um	6	h	NCIH508
87110	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:D12	CPC006_NCIH508_6H_X1	D12	BRD-K38985961	T-5345967	trt_cp	160.0	um	6	h	NCIH508
87115	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:G09	CPC006_NCIH508_6H_X2	G09	BRD-K12502280	TG-101348	trt_cp	11.1	um	6	h	NCIH508
87116	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:D18	CPC006_NCIH508_6H_X1	D18	BRD-K67075780	TGX-115	trt_cp	160.0	um	6	h	NCIH508
87117	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:D18	CPC006_NCIH508_6H_X2	D18	BRD-K67075780	TGX-115	trt_cp	160.0	um	6	h	NCIH508
87118	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:E14	CPC006_NCIH508_6H_X1	E14	BRD-A93255169	thalidomide	trt_cp	10.0	um	6	h	NCIH508
87124	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:K09	CPC006_NCIH508_6H_X1	K09	BRD-K51575138	TPCA-1	trt_cp	10.0	um	6	h	NCIH508
87126	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:L02	CPC006_NCIH508_6H_X1	L02	BRD-K28360340	TW-37	trt_cp	10.0	um	6	h	NCIH508
87127	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:A06	CPC006_NCIH508_6H_X1	A06	BRD-K32107296	temozolomide	trt_cp	10.0	um	6	h	NCIH508
87134	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:H14	CPC006_NCIH508_6H_X2	H14	BRD-K00088062	cyanoquinoline-11	trt_cp	40.0	um	6	h	NCIH508
87136	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:G01	CPC006_NCIH508_6H_X2	G01	BRD-K80527266	triacsin-c	trt_cp	10.0	um	6	h	NCIH508
87139	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:C01	CPC006_NCIH508_6H_X1	C01	BRD-K57011718	UK-356618	trt_cp	10.0	um	6	h	NCIH508
87143	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:F22	CPC006_NCIH508_6H_X1	F22	BRD-K68185022	ursolic-acid	trt_cp	70.07	um	6	h	NCIH508
87144	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:F22	CPC006_NCIH508_6H_X2	F22	BRD-K68185022	ursolic-acid	trt_cp	70.07	um	6	h	NCIH508
87172	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:D11	CPC006_NCIH508_6H_X1	D11	BRD-K50776152	BRD-K50776152	trt_cp	40.0	um	6	h	NCIH508
87174	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:D07	CPC006_NCIH508_6H_X1	D07	BRD-K40758391	BRD-K40758391	trt_cp	40.0	um	6	h	NCIH508
87176	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:O15	CPC006_NCIH508_6H_X1	O15	BRD-A28105619	cucurbitacin-i	trt_cp	10.0	um	6	h	NCIH508
87177	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:O15	CPC006_NCIH508_6H_X2	O15	BRD-A28105619	cucurbitacin-i	trt_cp	10.0	um	6	h	NCIH508
87181	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:G17	CPC006_NCIH508_6H_X2	G17	BRD-A38030642	cyclosporin-a	trt_cp	10.0	um	6	h	NCIH508
87196	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:M19	CPC006_NCIH508_6H_X1	M19	BRD-A77216878	manumycin-a	trt_cp	10.0	um	6	h	NCIH508
87204	CPC006_NCIH508_6H_X2_B5_DUO52HI53LO:F19	CPC006_NCIH508_6H_X2	F19	BRD-A76279427	myriocin	trt_cp	10.0	um	6	h	NCIH508
87211	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:G13	CPC006_NCIH508_6H_X1	G13	BRD-K22134346	simvastatin	trt_cp	10.0	um	6	h	NCIH508
87213	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:E18	CPC006_NCIH508_6H_X1	E18	BRD-A79768653	sirolimus	trt_cp	10.0	um	6	h	NCIH508
87215	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:B11	CPC006_NCIH508_6H_X1	B11	BRD-A75517195	thiazolopyrimidine	trt_cp	40.0	um	6	h	NCIH508
87217	CPC006_NCIH508_6H_X1_B5_DUO52HI53LO:G23	CPC006_NCIH508_6H_X1	G23	BRD-A84481105	thioridazine	trt_cp	10.0	um	6	h	NCIH508
87237	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:L23	CPC006_NCIH596_6H_X1	L23	BRD-A36630025	SN-38	trt_cp	0.35	um	6	h	NCIH596
87245	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:L20	CPC006_NCIH596_6H_X1	L20	BRD-A83255679	BRD-A83255679	trt_cp	20.0	um	6	h	NCIH596
87246	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:L20	CPC006_NCIH596_6H_X2	L20	BRD-A83255679	BRD-A83255679	trt_cp	20.0	um	6	h	NCIH596
87251	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:B14	CPC006_NCIH596_6H_X1	B14	BRD-K04430056	7-nitroindazole	trt_cp	80.0	um	6	h	NCIH596
87272	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:P03	CPC006_NCIH596_6H_X2	P03	BRD-K17140735	SCH-79797	trt_cp	11.1	um	6	h	NCIH596
87274	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:G11	CPC006_NCIH596_6H_X2	G11	BRD-K19295594	gossypol	trt_cp	11.1	um	6	h	NCIH596
87277	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:E17	CPC006_NCIH596_6H_X1	E17	BRD-K21614065	BRD-K21614065	trt_cp	14.0	um	6	h	NCIH596
87278	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:E17	CPC006_NCIH596_6H_X2	E17	BRD-K21614065	BRD-K21614065	trt_cp	14.0	um	6	h	NCIH596
87307	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:K02	CPC006_NCIH596_6H_X1	K02	BRD-K56411643	BRD-K56411643	trt_cp	10.0	um	6	h	NCIH596
87308	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:K02	CPC006_NCIH596_6H_X2	K02	BRD-K56411643	BRD-K56411643	trt_cp	10.0	um	6	h	NCIH596
87316	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:C18	CPC006_NCIH596_6H_X1	C18	BRD-K64970062	BRD-K64970062	trt_cp	10.0	um	6	h	NCIH596
87321	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:J01	CPC006_NCIH596_6H_X2	J01	BRD-K68143200	NSC-95397	trt_cp	10.0	um	6	h	NCIH596
87327	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:F24	CPC006_NCIH596_6H_X2	F24	BRD-K73319509	PF-04217903	trt_cp	40.0	um	6	h	NCIH596
87329	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:J19	CPC006_NCIH596_6H_X2	J19	BRD-K81473043	tanespimycin	trt_cp	0.35	um	6	h	NCIH596
87333	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:P04	CPC006_NCIH596_6H_X2	P04	BRD-K89329876	BRD-K89329876	trt_cp	40.0	um	6	h	NCIH596
87338	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:L22	CPC006_NCIH596_6H_X1	L22	BRD-K90826279	BRD-K90826279	trt_cp	20.0	um	6	h	NCIH596
87339	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:L22	CPC006_NCIH596_6H_X2	L22	BRD-K90826279	BRD-K90826279	trt_cp	20.0	um	6	h	NCIH596
87352	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:O14	CPC006_NCIH596_6H_X1	O14	BRD-K93754473	tamoxifen	trt_cp	28.39	um	6	h	NCIH596
87370	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:N23	CPC006_NCIH596_6H_X2	N23	BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	trt_cp	10.0	um	6	h	NCIH596
87375	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:A12	CPC006_NCIH596_6H_X1	A12	BRD-K56477805	BRD-K56477805	trt_cp	10.0	um	6	h	NCIH596
87386	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:D08	CPC006_NCIH596_6H_X2	D08	BRD-K01868942	RS-23597-190	trt_cp	160.0	um	6	h	NCIH596
87391	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:E01	CPC006_NCIH596_6H_X1	E01	BRD-K90735586	BRD-K90735586	trt_cp	10.0	um	6	h	NCIH596
87397	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:L14	CPC006_NCIH596_6H_X1	L14	BRD-K44241590	ASN-05257430	trt_cp	11.1	um	6	h	NCIH596
87404	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:I04	CPC006_NCIH596_6H_X2	I04	BRD-K82746043	navitoclax	trt_cp	10.0	um	6	h	NCIH596
87405	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:L05	CPC006_NCIH596_6H_X1	L05	BRD-K91623615	ABT-751	trt_cp	10.0	um	6	h	NCIH596
87417	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:O02	CPC006_NCIH596_6H_X1	O02	BRD-K85563610	APO-866	trt_cp	0.31	um	6	h	NCIH596
87418	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:O02	CPC006_NCIH596_6H_X2	O02	BRD-K85563610	APO-866	trt_cp	0.31	um	6	h	NCIH596
87421	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:C06	CPC006_NCIH596_6H_X1	C06	BRD-K41895714	AS-605240	trt_cp	10.0	um	6	h	NCIH596
87422	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:C06	CPC006_NCIH596_6H_X2	C06	BRD-K41895714	AS-605240	trt_cp	10.0	um	6	h	NCIH596
87425	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:C04	CPC006_NCIH596_6H_X1	C04	BRD-K69932463	AZD-8055	trt_cp	10.0	um	6	h	NCIH596
87452	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:O19	CPC006_NCIH596_6H_X2	O19	BRD-K45399554	CAM-9-027-3	trt_cp	10.0	um	6	h	NCIH596
87456	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:C09	CPC006_NCIH596_6H_X2	C09	BRD-K83289131	CAY-10618	trt_cp	10.0	um	6	h	NCIH596
87458	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:B10	CPC006_NCIH596_6H_X2	B10	BRD-K92241597	tosedostat	trt_cp	80.0	um	6	h	NCIH596
87478	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:C19	CPC006_NCIH596_6H_X2	C19	BRD-K77432048	BRD-K77432048	trt_cp	10.0	um	6	h	NCIH596
87479	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:K14	CPC006_NCIH596_6H_X1	K14	BRD-K69690935	curcumin	trt_cp	13.57	um	6	h	NCIH596
87522	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:E13	CPC006_NCIH596_6H_X2	E13	BRD-A02481876	importazole	trt_cp	60.0	um	6	h	NCIH596
87525	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:H09	CPC006_NCIH596_6H_X1	H09	BRD-K45446451	JZL-184	trt_cp	11.1	um	6	h	NCIH596
87528	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:G06	CPC006_NCIH596_6H_X2	G06	BRD-K67566344	KU-0063794	trt_cp	10.0	um	6	h	NCIH596
87529	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:M03	CPC006_NCIH596_6H_X1	M03	BRD-K28470988	L-690330	trt_cp	10.0	um	6	h	NCIH596
87539	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:H06	CPC006_NCIH596_6H_X2	H06	BRD-A17883755	lenalidomide	trt_cp	177.6	um	6	h	NCIH596
87543	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:F13	CPC006_NCIH596_6H_X2	F13	BRD-A04352665	maraviroc	trt_cp	10.0	um	6	h	NCIH596
87559	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:I10	CPC006_NCIH596_6H_X2	I10	BRD-K19894101	MST-312	trt_cp	11.1	um	6	h	NCIH596
87566	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:E16	CPC006_NCIH596_6H_X1	E16	BRD-A02006392	nitrendipine	trt_cp	10.0	um	6	h	NCIH596
87567	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:E16	CPC006_NCIH596_6H_X2	E16	BRD-A02006392	nitrendipine	trt_cp	10.0	um	6	h	NCIH596
87573	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:E03	CPC006_NCIH596_6H_X2	E03	BRD-K48692744	NU-1025	trt_cp	10.0	um	6	h	NCIH596
87581	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:O10	CPC006_NCIH596_6H_X2	O10	BRD-K92991072	PAC-1	trt_cp	10.0	um	6	h	NCIH596
87582	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:J04	CPC006_NCIH596_6H_X1	J04	BRD-K00766422	sparfosic-acid	trt_cp	80.0	um	6	h	NCIH596
87584	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:C12	CPC006_NCIH596_6H_X1	C12	BRD-K62810658	PD-98059	trt_cp	10.0	um	6	h	NCIH596
87587	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:G16	CPC006_NCIH596_6H_X2	G16	BRD-K56700933	phenethyl-isothiocyanate	trt_cp	10.0	um	6	h	NCIH596
87605	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:L08	CPC006_NCIH596_6H_X1	L08	BRD-A73680854	PT-630	trt_cp	10.0	um	6	h	NCIH596
87613	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:H20	CPC006_NCIH596_6H_X1	H20	BRD-K81651477	parthenolide	trt_cp	20.0	um	6	h	NCIH596
87621	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:C08	CPC006_NCIH596_6H_X1	C08	BRD-K01292756	pimozide	trt_cp	10.0	um	6	h	NCIH596
87630	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:P23	CPC006_NCIH596_6H_X2	P23	BRD-K89391146	RG-108	trt_cp	80.0	um	6	h	NCIH596
87641	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:C02	CPC006_NCIH596_6H_X1	C02	BRD-K59184148	SB-216763	trt_cp	10.0	um	6	h	NCIH596
87645	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:M16	CPC006_NCIH596_6H_X1	M16	BRD-K53855319	SRT-1720	trt_cp	11.1	um	6	h	NCIH596
87652	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:D12	CPC006_NCIH596_6H_X2	D12	BRD-K38985961	T-5345967	trt_cp	160.0	um	6	h	NCIH596
87653	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:F17	CPC006_NCIH596_6H_X1	F17	BRD-A35588707	teniposide	trt_cp	1.25	um	6	h	NCIH596
87656	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:G09	CPC006_NCIH596_6H_X2	G09	BRD-K12502280	TG-101348	trt_cp	11.1	um	6	h	NCIH596
87659	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:E14	CPC006_NCIH596_6H_X2	E14	BRD-A93255169	thalidomide	trt_cp	10.0	um	6	h	NCIH596
87660	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:I06	CPC006_NCIH596_6H_X1	I06	BRD-K01877528	TL-HRAS-61	trt_cp	10.0	um	6	h	NCIH596
87661	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:I06	CPC006_NCIH596_6H_X2	I06	BRD-K01877528	TL-HRAS-61	trt_cp	10.0	um	6	h	NCIH596
87686	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:A22	CPC006_NCIH596_6H_X1	A22	BRD-A58280226	Y-27632	trt_cp	4.0	um	6	h	NCIH596
87699	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:I11	CPC006_NCIH596_6H_X2	I11	BRD-U88459701	atorvastatin	trt_cp	10.0	um	6	h	NCIH596
87715	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:G17	CPC006_NCIH596_6H_X2	G17	BRD-A38030642	cyclosporin-a	trt_cp	10.0	um	6	h	NCIH596
87716	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:N20	CPC006_NCIH596_6H_X1	N20	BRD-K35723520	darinaparsin	trt_cp	10.0	um	6	h	NCIH596
87718	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:G18	CPC006_NCIH596_6H_X1	G18	BRD-K82135108	elesclomol	trt_cp	10.0	um	6	h	NCIH596
87736	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:N18	CPC006_NCIH596_6H_X2	N18	BRD-K78867378	MW-A1-12	trt_cp	10.0	um	6	h	NCIH596
87741	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:K11	CPC006_NCIH596_6H_X1	K11	BRD-A01145011	zebularine	trt_cp	11.1	um	6	h	NCIH596
87742	CPC006_NCIH596_6H_X2_F1B4_DUO52HI53LO:K11	CPC006_NCIH596_6H_X2	K11	BRD-A01145011	zebularine	trt_cp	11.1	um	6	h	NCIH596
87743	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:M22	CPC006_NCIH596_6H_X1	M22	BRD-K61323504	SB-225002	trt_cp	11.1	um	6	h	NCIH596
87751	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:B03	CPC006_NCIH596_6H_X1	B03	BRD-A19037878	trichostatin-a	trt_cp	10.0	um	6	h	NCIH596
87755	CPC006_NCIH596_6H_X1_F1B4_DUO52HI53LO:J17	CPC006_NCIH596_6H_X1	J17	BRD-K81418486	vorinostat	trt_cp	11.1	um	6	h	NCIH596
87779	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:L20	CPC006_NOMO1_6H_X2	L20	BRD-A83255679	BRD-A83255679	trt_cp	20.0	um	6	h	NOMO1
87866	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:L03	CPC006_NOMO1_6H_X2	L03	BRD-K90999434	BRD-K90999434	trt_cp	10.0	um	6	h	NOMO1
87874	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:N08	CPC006_NOMO1_6H_X2	N08	BRD-K93095519	SJ-172550	trt_cp	11.1	um	6	h	NOMO1
87890	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:O23	CPC006_NOMO1_6H_X2	O23	BRD-A13195221	STK-064652	trt_cp	10.0	um	6	h	NOMO1
87902	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:L15	CPC006_NOMO1_6H_X2	L15	BRD-K98404142	BRD-K98404142	trt_cp	11.1	um	6	h	NOMO1
87909	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:L18	CPC006_NOMO1_6H_X1	L18	BRD-A94451536	2-fluoropalmitic-acid	trt_cp	44.4	um	6	h	NOMO1
87912	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:A08	CPC006_NOMO1_6H_X2	A08	BRD-K59470558	BRD-K59470558	trt_cp	10.0	um	6	h	NOMO1
87919	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:O12	CPC006_NOMO1_6H_X1	O12	BRD-K59962020	CHEMBL-374350	trt_cp	10.0	um	6	h	NOMO1
88026	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:H07	CPC006_NOMO1_6H_X1	H07	BRD-K40892394	AR-C133057XX	trt_cp	11.1	um	6	h	NOMO1
88030	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:O22	CPC006_NOMO1_6H_X1	O22	BRD-K80672993	M2-PK-activator	trt_cp	88.8	um	6	h	NOMO1
88041	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:A17	CPC006_NOMO1_6H_X1	A17	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
88052	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:E06	CPC006_NOMO1_6H_X2	E06	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
88056	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:M09	CPC006_NOMO1_6H_X2	M09	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
88087	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:N12	CPC006_NOMO1_6H_X2	N12	BRD-K70642949	GSK-2334470	trt_cp	0.1	um	6	h	NOMO1
88096	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:I23	CPC006_NOMO1_6H_X1	I23	BRD-K93023739	IKK-inhibitor-X	trt_cp	6.0	um	6	h	NOMO1
88162	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:B22	CPC006_NOMO1_6H_X1	B22	BRD-A80213327	NSC-23766	trt_cp	160.0	um	6	h	NOMO1
88167	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:F08	CPC006_NOMO1_6H_X2	F08	BRD-A36318220	necrostatin-1	trt_cp	160.0	um	6	h	NOMO1
88230	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:G21	CPC006_NOMO1_6H_X2	G21	BRD-A45889380	mepacrine	trt_cp	10.0	um	6	h	NOMO1
88303	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:C13	CPC006_NOMO1_6H_X1	C13	BRD-A62182663	YK-4279	trt_cp	10.0	um	6	h	NOMO1
88326	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:P08	CPC006_NOMO1_6H_X2	P08	BRD-K74148702	curcumin	trt_cp	48.0	um	6	h	NOMO1
88338	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:I17	CPC006_NOMO1_6H_X2	I17	BRD-A70449690	forskolin	trt_cp	10.0	um	6	h	NOMO1
88347	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:F19	CPC006_NOMO1_6H_X2	F19	BRD-A76279427	myriocin	trt_cp	10.0	um	6	h	NOMO1
88363	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:M21	CPC006_NOMO1_6H_X1	M21	BRD-A62025033	temsirolimus	trt_cp	10.0	um	6	h	NOMO1
88371	CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:I12	CPC006_NOMO1_6H_X2	I12	BRD-A13084692	troglitazone	trt_cp	10.0	um	6	h	NOMO1
88374	CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:J17	CPC006_NOMO1_6H_X1	J17	BRD-K81418486	vorinostat	trt_cp	11.1	um	6	h	NOMO1
88378	CPC006_OV7_6H_X1_F1B4_DUO52HI53LO:D09	CPC006_OV7_6H_X1	D09	BRD-K50590187	capsaicin	trt_cp	160.0	um	6	h	OV7
88389	CPC006_OV7_6H_X2_F1B4_DUO52HI53LO:P11	CPC006_OV7_6H_X2	P11	BRD-K30064966	BRD-K30064966	trt_cp	11.1	um	6	h	OV7
88394	CPC006_OV7_6H_X1_F1B4_DUO52HI53LO:N23	CPC006_OV7_6H_X1	N23	BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	trt_cp	10.0	um	6	h	OV7
